id,nome,cpf,email,cidade,telefones,endereco,Grupos
434,Tony de Sá Crozara,492.486.325-26,tony-de@carlmail.com,2400604,(68) 8587 - 1827; (66) 3992 - 1949; (11) 2322 - 6830,"Avenida Marcos, 1105",2;3;1;4
435,Rafael Queiroz Santista,626.814.937-22,rafael.queiroz@septem.co.uk,2308302,(48) 3493 - 3952; (44) 17395 - 1973; (65) 8931 - 4634,"Alameda Peas, 240 - sala 12",2;4;1
436,Carlos Sousa Queiroz,286.282.262-14,carlos.sousa@hjmail.com.br,2706406,(61) 1185 - 3713; (88) 19757 - 4257; (42) 4446 - 6760,"Alameda Zimbro, 895",2;3;1
437,Guilherme de Sá De Melo,975.979.397-88,guilherme_de@septem.co.uk,1715150,(24) 9422 - 9229; (45) 9556 - 1827; (62) 3761 - 7909,"Avenida da Lenora, 1529 - Apartamento 4",2;4;1
438,Camila Santos Silva,872.243.551-89,camila-santos@hjmail.com.br,2202455,(39) 2195 - 4621; (33) 15476 - 2609; (38) 8977 - 9143,"Travessa garça, 1252",3;1;4
439,Luzia De Melo Silveira,213.938.428-17,luzia_de@septem.co.uk,2208874,(75) 7662 - 2644; (78) 17884 - 6224; (92) 5617 - 4935,"Alameda Easy, 1309 - Apartamento 310",3;4
440,Eduardo Abreu Melo,687.177.981-96,eduardo_abreu@hjmail.com.br,2202752,(31) 4711 - 6829; (79) 13666 - 1430; (92) 3896 - 4267,"Rua do Whisky, 1796 - Apartamento 649",2;3;4
441,Eduardo Santista Crozara,751.518.236-25,eduardo.santista@carlmail.com,2608008,(85) 3563 - 3353; (41) 28553 - 9382; (87) 2469 - 4176,"Rua Setembrino, 263",1;3;2
442,Adriana Ramos Ramos,678.323.276-96,adrianaramos@septem.co.uk,2706307,(47) 5488 - 1788; (65) 16165 - 6110; (19) 2625 - 9596,"Avenida do Coelho da Páscoa, 1831 - Apartamento 253",3;4;2
443,Carla Trindade Walter,746.124.641-59,carla_trindade@hjmail.com.br,2801603,(49) 4744 - 8528; (92) 9477 - 4300; (81) 6877 - 7966,"Alameda Estados Desunidos, 22",1;3;4
444,Adriana Silveira Queiroz,556.444.432-74,adriana-silveira@septem.co.uk,2206704,(85) 7638 - 5756; (92) 22813 - 6151; (33) 1543 - 4599,"Rua serenata, 1346 - Apartamento 505",4;1;2
445,Antonio Silva Andrade,548.547.116-58,antonio_silva@carlmail.com,2202059,(34) 9361 - 7821; (81) 20421 - 2698; (36) 4153 - 2741,"Avenida do Bode, 139 - Apto 42",3;2;1
446,João Santista Duarte,243.418.731-51,joão_santista@septem.co.uk,2913309,(93) 3314 - 5676; (12) 15928 - 6882; (83) 3255 - 7121,"Rua da Lenora, 3 - Apto 520",2;4
447,Gladison Santos Trindade,274.282.137-46,gladisonsantos@hjmail.com.br,2708105,(18) 6719 - 1672; (87) 20674 - 6592; (72) 8425 - 4233,"Avenida serenata, 1390",3;1;2;4
448,Giulia Duarte De Melo,894.799.837-13,giulia.duarte@septem.co.uk,1502806,(71) 4359 - 5331; (25) 24422 - 9457; (45) 1559 - 3915,"Alameda Setembro, 1326 - Apto 342",3;2;4
449,Antonio Edgar Duarte,955.264.674-92,antonio_edgar@hjmail.com.br,2503506,(31) 5686 - 2458; (96) 22515 - 4474; (21) 3126 - 4653,"Travessa Marques, 84",4;2;1;3
450,Gladison Pires Andrade,388.525.662-59,gladison_pires@hjmail.com.br,1718501,(92) 8238 - 2529; (94) 29172 - 1069; (63) 4628 - 9067,"Rua Cristo, 1582 - Apto 320",2;3;1
451,Marcos Silveira Duarte,717.258.138-63,marcos.silveira@septem.co.uk,2913705,(32) 3278 - 4694; (59) 22151 - 6213; (52) 1436 - 6061,"Alameda milipode, 810 - sala 19",1;2;3
452,Natasha Queiroz Walter,153.147.123-13,natashaqueiroz@carlmail.com,2601508,(89) 7748 - 1315; (41) 4455 - 3907; (99) 1973 - 8318,"Travessa do Coelho da Páscoa, 687 - Apto 943",3;1;4
453,Rafael De Melo Andrade,949.956.441-89,rafael-de@septem.co.uk,2911857,(79) 5179 - 6152; (74) 26836 - 6139; (76) 7466 - 3940,"Alameda Lenora, 1577 - Apartamento 302",3;4;2
454,Laura Ramos Santos,189.157.789-92,laura-ramos@septem.co.uk,1702158,(83) 5694 - 3825; (27) 27798 - 8991; (51) 1377 - 5166,"Alameda Catapora, 1666 - sala 8",1;4;2
455,Pamela Trindade Edgar,666.237.271-98,pamela-trindade@hjmail.com.br,1504604,(48) 6852 - 8869; (23) 15396 - 6632; (45) 7966 - 3525,"Rua Carolina, 197",4;2
456,Guilherme Andrade Lima,914.893.189-64,guilherme-andrade@hjmail.com.br,2203503,(93) 5313 - 5819; (69) 22724 - 1982; (73) 7775 - 4182,"Travessa Vinícius CEO, 1417 - sala 20",4;1;2
457,Giulia Lucas Lucas,523.693.842-43,giulialucas@septem.co.uk,2306256,(69) 4794 - 3666; (16) 23529 - 4244; (34) 9282 - 5622,"Rua da Cenoura, 741",3;2;4
458,Camila Lima Ramos,465.274.593-99,camila.lima@carlmail.com,2803906,(59) 9519 - 3322; (89) 9639 - 5311; (16) 7995 - 9893,"Travessa do Bode, 1345 - Apto 524",2;1;3
459,João Andrade Lima,617.354.443-45,joão-andrade@septem.co.uk,1100379,(24) 1334 - 7676; (78) 3621 - 9494; (44) 1286 - 9861,"Avenida Easy, 1353",4;2
460,Orlando Abreu Racazella,243.748.356-23,orlando_abreu@septem.co.uk,2107803,(23) 2952 - 5227; (27) 25425 - 8641; (75) 6588 - 2094,"Rua Cristo, 1242 - Apartamento 803",2;1;3
461,Mylen Oliveira Oliveira,365.661.617-72,mylen-oliveira@carlmail.com,2701100,(47) 1853 - 6659; (65) 16293 - 9309; (15) 1629 - 6829,"Rua do Bode, 1050",3;1;4
462,Rosa Crozara Racazella,383.387.637-52,rosacrozara@hjmail.com.br,2604908,(32) 4984 - 8252; (92) 1451 - 5535; (31) 3419 - 3786,"Alameda Marques, 673",1;4;2
463,Carla Silveira Lucas,528.158.345-18,carla.silveira@septem.co.uk,2312205,(65) 2821 - 5916; (61) 18769 - 6831; (97) 3784 - 7839,"Alameda Yayá, 655",2;1
464,Orlando Oliveira Silveira,596.537.472-95,orlando.oliveira@hjmail.com.br,1503754,(87) 2749 - 3355; (46) 24382 - 9917; (35) 5673 - 9365,"Avenida Cristina Aveiro, 1218 - Apartamento 443",1;4;2
465,Carlos Lucas Santos,779.987.377-47,carlos.lucas@carlmail.com,2912509,(51) 2243 - 3752; (65) 4532 - 7839; (53) 2774 - 7873,"Alameda Easy, 857",3;2;1
466,Natasha Abreu Silveira,865.682.566-26,natasha.abreu@septem.co.uk,2512200,(49) 2726 - 7833; (68) 19359 - 2868; (76) 2649 - 1568,"Rua do Bode, 195",4;3
467,Gladison Andrade Pires,557.255.865-84,gladison-andrade@septem.co.uk,1707009,(42) 1347 - 1664; (89) 20391 - 9259; (41) 8837 - 8845,"Rua Catapora, 1438",1;3;2;4
468,William Silva De Melo,643.919.659-45,william-silva@hjmail.com.br,2701902,(48) 2533 - 6874; (34) 17763 - 2896; (76) 9148 - 1123,"Travessa Yayá, 1210",4;2;1
469,Rafael Walter Melo,798.314.691-93,rafael_walter@septem.co.uk,2102556,(14) 6333 - 1288; (83) 1451 - 6414; (29) 8325 - 4607,"Avenida Santos Dumont, 1298",1;4
470,João Walter Silva,373.214.744-11,joão_walter@septem.co.uk,1200401,(12) 2374 - 1786; (44) 20362 - 4622; (87) 6185 - 2864,"Avenida Easy, 268 - sala 6",3;1;2;4
471,Rafaela Melo Duarte,552.181.127-65,rafaela.melo@carlmail.com,1707553,(89) 2968 - 1519; (77) 26979 - 2211; (43) 9339 - 2946,"Avenida da Cenoura, 1400 - Apto 894",2;4;1
472,Caio Santos Santos,536.374.898-49,caio.santos@hjmail.com.br,2910859,(89) 7319 - 1876; (62) 4741 - 4886; (15) 9469 - 9028,"Avenida Brasil, 1254 - Apto 110",4;3
473,Igor Sousa De Melo,699.919.491-97,igor.sousa@septem.co.uk,1716653,(59) 2725 - 8118; (11) 6264 - 2919; (97) 9179 - 4347,"Avenida Lenora, 282",4;3;2
474,Gladison Ramos Trindade,188.563.874-33,gladison_ramos@hjmail.com.br,2903805,(66) 2313 - 4156; (31) 23367 - 8662; (46) 9619 - 9717,"Alameda Zimbro, 830",4;3;1
475,Camila de Sá Silveira,696.815.274-37,camila.de@septem.co.uk,1200435,(23) 6833 - 9548; (57) 25187 - 2018; (25) 3363 - 7225,"Avenida Carolina, 1096 - Apto 627",3;4;2
476,Rosa Abreu Silva,434.148.858-11,rosa.abreu@septem.co.uk,2601052,(29) 2534 - 8274; (57) 1179 - 3514; (35) 8888 - 4794,"Rua do Carneiro, 1806",2;3;1
477,Antonio Trindade Sousa,793.936.877-34,antoniotrindade@septem.co.uk,2311108,(32) 5974 - 8159; (29) 20686 - 3465; (19) 3988 - 5089,"Rua Cristo, 619 - sala 12",2;4;1;3
478,Gladison Racazella De Melo,679.382.882-25,gladison_racazella@hjmail.com.br,2210706,(12) 3233 - 5527; (67) 6873 - 4652; (18) 2335 - 8846,"Avenida Yayá, 494 - sala 22",2;3;4
479,Carlos Lucas Lucas,318.581.439-42,carloslucas@hjmail.com.br,2306603,(48) 5213 - 4179; (27) 17688 - 8143; (98) 8881 - 7334,"Alameda Santos Dumont, 1084 - Apartamento 101",3;4
480,Maria Oliveira Silva,182.572.973-94,maria_oliveira@hjmail.com.br,1702307,(97) 3541 - 8917; (95) 2827 - 7517; (98) 8162 - 1022,"Travessa Cristo, 967",1;3;2
481,Camila Walter Racazella,125.341.354-69,camilawalter@carlmail.com,1501808,(59) 9342 - 9388; (42) 5822 - 3993; (97) 4538 - 1368,"Alameda Vinícius CEO, 192",2;1;3
482,Carlos Duarte Sousa,158.883.851-47,carlos-duarte@hjmail.com.br,2109239,(42) 4616 - 4623; (42) 26323 - 9745; (86) 3899 - 6919,"Alameda garça, 1574",4;2
483,Natasha De Melo Sousa,154.271.334-11,natasha.de@carlmail.com,2605509,(79) 7493 - 4619; (41) 5993 - 3224; (98) 3676 - 2725,"Travessa do Whisky, 508",2;3;4
484,Antonio de Sá Pires,487.343.557-15,antonio-de@hjmail.com.br,2111748,(54) 5674 - 5569; (32) 26727 - 7047; (32) 1531 - 2929,"Alameda da Lenora, 639 - Apartamento 712",2;1;3
485,Leandro de Sá Trindade,311.448.445-57,leandro.de@hjmail.com.br,2500601,(93) 3377 - 2816; (11) 24671 - 7190; (31) 3156 - 5438,"Rua da Cenoura, 1371 - sala 8",3;1;4
486,Guilherme De Melo Lima,844.491.969-81,guilherme.de@carlmail.com,1708205,(46) 7735 - 1424; (36) 30494 - 2562; (84) 1557 - 2144,"Avenida garça, 1377",2;3;4
487,Sousa Lucas Queiroz,764.341.122-71,sousa.lucas@carlmail.com,1507508,(96) 3718 - 8727; (99) 19323 - 7592; (76) 1255 - 4584,"Travessa Carolina, 619",1;3
488,Guilherme Racazella Abreu,531.296.721-86,guilherme-racazella@septem.co.uk,2613701,(28) 3891 - 6588; (39) 1954 - 9735; (82) 1996 - 4152,"Rua Saracura, 1632",4;3
489,Antonio Sousa Santos,384.388.978-85,antonio_sousa@septem.co.uk,2804102,(11) 1437 - 3641; (93) 10479 - 8484; (46) 8721 - 7063,"Avenida Colonial, 1656",4;3
490,Dina de Sá Lima,284.878.515-51,dinade@carlmail.com,2100550,(33) 9369 - 5122; (18) 8693 - 9007; (31) 8742 - 2979,"Avenida do Carneiro, 300",4;2
491,Tony Andrade Lima,187.361.143-57,tonyandrade@septem.co.uk,2802908,(82) 1789 - 1225; (97) 3567 - 3624; (18) 6365 - 4935,"Alameda Evangelista, 756",2;3;1
492,Antonio Pires De Melo,482.586.542-25,antonio.pires@septem.co.uk,2508505,(54) 6894 - 2986; ,"Rua Peas, 1519 - sala 3",3;1;4
493,Mylen Andrade Santista,296.246.242-18,mylenandrade@septem.co.uk,2511202,(87) 2166 - 5212; ,"Alameda da Lenora, 1285",3;4
494,Priscila Melo Ramos,513.815.783-64,priscila-melo@hjmail.com.br,1200427,(31) 5766 - 1945; ,"Rua Marques, 1760 - Apto 751",3;4;2
495,Maria Silveira Walter,536.118.774-75,maria.silveira@carlmail.com,2109403,(49) 9134 - 8125; ,"Alameda Setembrina, 1721 - Apto 428",2;4;1;3
496,Natasha Sousa Santos,643.515.882-32,natasha.sousa@carlmail.com,2313609,(58) 6261 - 9613; ,"Alameda Lenora, 1185 - Apartamento 82",2;1
497,Laura Pires Ramos,371.851.929-31,laura_pires@carlmail.com,1301308,(19) 6936 - 6512; ,"Rua Setembrino, 475 - sala 1",2;1;3
498,João Edgar Lucas,164.334.547-63,joão.edgar@septem.co.uk,2801504,(77) 3594 - 4613; ,"Travessa Costa Teles, 1780",4;3;2
499,Priscila Edgar Lima,182.994.733-53,priscila.edgar@hjmail.com.br,2412559,(87) 7333 - 8552; ,"Travessa Evangelista, 1735 - sala 3",3;2
500,Giulia Silveira Racazella,288.865.136-25,giulia.silveira@carlmail.com,2414308,(36) 8376 - 6251; ,"Avenida da Cenoura, 982 - sala 18",2;3;1
501,Gladison Pires Crozara,522.969.478-26,gladison_pires@hjmail.com.br,2303204,(44) 7934 - 6238; ,"Rua do Bode, 450 - Apartamento 8",4;1
502,Rafael Racazella Silveira,836.778.888-23,rafaelracazella@hjmail.com.br,2204154,(19) 5282 - 3645; ,"Alameda Yayá, 1664",1;4;2
503,Mylen Melo De Melo,688.946.315-96,mylenmelo@septem.co.uk,2407203,(64) 8735 - 7839; ,"Rua Lenora, 1946",1;3;4
504,Leandro Queiroz Crozara,115.575.216-59,leandro.queiroz@septem.co.uk,2412302,(45) 1886 - 3115; ,"Alameda do Whisky, 1713",2;1;3
505,Eduardo Silveira Pires,163.754.991-96,eduardo_silveira@septem.co.uk,2405900,(55) 5773 - 5446; ,"Avenida Uberaba, 892",1;2;4;3
506,Carla Oliveira Lima,935.968.874-31,carla.oliveira@hjmail.com.br,1502764,(64) 1859 - 9531; ,"Alameda do Whisky, 886",1;4
507,Gladison Edgar Duarte,956.421.616-19,gladison_edgar@septem.co.uk,1720853,(29) 9127 - 3467; ,"Avenida do Whisky, 1137 - Apto 804",2;1;4
508,Giulia Lima Queiroz,494.198.494-26,giulia.lima@hjmail.com.br,2413508,(72) 6792 - 4853; ,"Travessa confins, 1924",1;4
509,Carla Trindade Queiroz,493.135.487-97,carla_trindade@hjmail.com.br,1600154,(34) 1394 - 4539; ,"Travessa Catapora, 1153 - Apartamento 594",3;2;4
510,Lauro De Melo Crozara,718.794.769-83,lauro.de@septem.co.uk,1706258,(36) 4399 - 7168; ,"Alameda confins, 1789 - Apartamento 643",4;2
511,Lisa Silva Queiroz,745.833.862-78,lisa_silva@carlmail.com,2514008,(28) 5994 - 1814; ,"Avenida Cristina Aveiro, 521",4;2;3
512,Rosa Andrade Trindade,579.596.613-71,rosaandrade@hjmail.com.br,2304103,(63) 8824 - 6179; ,"Travessa do Bode, 610",1;4;2
513,Giulia Walter Oliveira,511.846.779-72,giulia.walter@carlmail.com,1503309,(82) 2721 - 4388; ,"Avenida Zimbro, 1260 - Apto 628",1;4;3
514,Mylen Lima De Melo,638.525.884-48,mylenlima@hjmail.com.br,2600401,(23) 6749 - 5198; ,"Alameda Yayá, 745",1;4
515,Gladison Trindade Racazella,316.722.437-16,gladisontrindade@carlmail.com,2107407,(46) 7579 - 2285; ,"Rua Estados Desunidos, 1486",3;2
516,Lauro De Melo Lucas,321.749.494-67,lauro.de@carlmail.com,1100189,(19) 3579 - 7622; ,"Rua do Whisky, 144",2;1;4
517,Rafaela Duarte de Sá,885.775.492-19,rafaeladuarte@hjmail.com.br,2414605,(56) 8125 - 4635; ,"Travessa Vinícius CEO, 1593 - sala 2",4;1
518,Otávio De Melo Ramos,458.176.591-65,otávio.de@carlmail.com,1501204,(75) 3277 - 8557; ,"Rua da Cenoura, 698 - Apto 161",1;2;3
519,Rafael Lima Melo,439.151.286-37,rafael-lima@septem.co.uk,2409902,(23) 7548 - 7925; ,"Avenida Lenora, 1229",4;2
520,Lisa de Sá Sousa,778.439.736-31,lisade@septem.co.uk,2515005,(94) 6918 - 5861; ,"Alameda Marques, 503",2;1
521,Carlos Santista Silva,384.582.832-77,carlos_santista@carlmail.com,2209609,(24) 5518 - 8781; ,"Rua serenata, 855",2;4
522,Giulia Trindade Duarte,158.114.784-19,giulia_trindade@carlmail.com,2701209,(51) 6897 - 9837; ,"Alameda da Lenora, 276 - Apartamento 811",4;1;3
523,Leandro Ramos Andrade,666.152.563-89,leandroramos@hjmail.com.br,2505105,(33) 3611 - 8847; ,"Alameda Easy, 1045",3;1
524,Carlos Silva Sousa,122.515.729-32,carlos-silva@hjmail.com.br,2414704,(97) 6764 - 8937; ,"Travessa Setembrino, 267 - Apto 910",3;4
525,Rosi de Sá Andrade,162.488.819-18,rosi.de@septem.co.uk,2604908,(95) 4181 - 2136; ,"Alameda confins, 507",4
526,Antonio Edgar Racazella,875.217.361-12,antonioedgar@carlmail.com,2100956,(81) 2344 - 3285; ,"Alameda garça, 1484",1;4;3
527,Adriana Edgar Andrade,914.464.383-82,adriana_edgar@septem.co.uk,2510709,(68) 4756 - 5582; ,"Alameda Brasil, 1565",4;2
528,Luzia Lucas Duarte,787.366.986-35,luzia.lucas@septem.co.uk,2202133,(25) 5477 - 7763; ,"Avenida Uberaba, 1608",1;3;2
529,Pamela Sousa Lima,214.378.511-13,pamela.sousa@septem.co.uk,2602100,(34) 7312 - 8657; ,"Alameda Brasil, 1691",2
530,Priscila Sousa Duarte,255.563.747-54,priscila.sousa@hjmail.com.br,2205953,(97) 9189 - 9696; ,"Travessa Maria Angélica, 1786 - Apartamento 209",4;3;1
531,Natasha Edgar Queiroz,527.884.796-36,natashaedgar@hjmail.com.br,2601201,(49) 2674 - 9352; ,"Alameda Evangelista, 1301 - sala 12",2;1;3
532,Adriana Melo Melo,625.644.871-72,adriana-melo@septem.co.uk,2509396,(63) 1581 - 4524; ,"Alameda Costa Teles, 280",3;4
533,Giulia Melo Lima,335.458.868-92,giuliamelo@septem.co.uk,1400100,(71) 3822 - 6969; ,"Alameda do Coelho da Páscoa, 1142 - sala 18",2
534,Laura Abreu Lucas,357.278.384-62,lauraabreu@hjmail.com.br,2106201,(42) 6639 - 2893; ,"Rua confins, 393 - Apto 38",3;1
535,Sousa Edgar de Sá,288.259.923-85,sousa.edgar@hjmail.com.br,2900504,(89) 6132 - 8427; ,"Travessa Zimbro, 182",4;2
536,Marcos Queiroz de Sá,896.316.225-15,marcos-queiroz@hjmail.com.br,2204303,(27) 9718 - 9897; ,"Alameda garça, 1372",3;4;1
537,Eduardo De Melo Ramos,652.695.472-79,eduardo-de@hjmail.com.br,2206209,(35) 2775 - 5152; ,"Alameda Marques, 1600 - Apartamento 959",2;1;3
538,Rafaela Silveira Queiroz,342.522.218-51,rafaela.silveira@septem.co.uk,2501351,(39) 6326 - 5552; ,"Alameda da Cenoura, 1923",2
539,Igor Ramos Lima,242.636.933-21,igor_ramos@hjmail.com.br,2913804,(97) 4558 - 2259; ,"Travessa Costa Teles, 738 - sala 25",2;1;3
540,Sousa Santista Queiroz,281.485.727-67,sousa_santista@septem.co.uk,2517407,(94) 3358 - 2362; ,"Avenida do Whisky, 1190",4;2;1
541,Teresa Racazella Ramos,484.985.886-87,teresa-racazella@hjmail.com.br,2100808,(98) 5928 - 9183; ,"Rua do Gin Tônica, 1132",4;2
542,Lisa Pires Walter,312.463.632-84,lisa.pires@septem.co.uk,2507507,(88) 2368 - 4296; ,"Travessa do Coelho da Páscoa, 2032 - sala 21",4;1
543,Dina Walter Andrade,187.515.986-68,dinawalter@carlmail.com,2702306,(31) 9483 - 6479; ,"Alameda do Coelho da Páscoa, 1363",3;1
544,Igor Sousa Lucas,132.155.251-24,igor_sousa@hjmail.com.br,2101301,(35) 4251 - 4357; ,"Avenida Setembro, 120",2;1
545,Luzia Ramos Oliveira,725.554.659-46,luziaramos@septem.co.uk,1300409,(59) 8458 - 5954; ,"Rua serenata, 580",3;1;2
546,Antonio Duarte Oliveira,232.884.341-11,antonioduarte@carlmail.com,1501956,(83) 7675 - 4598; ,"Rua Setembrino, 1415",3;4;2
547,Natasha Duarte Queiroz,339.338.979-82,natashaduarte@hjmail.com.br,1713205,(17) 8597 - 2252; ,"Travessa Colonial, 1394 - Apto 151",2;3;1
548,Dina Melo Pires,592.146.948-98,dina-melo@hjmail.com.br,2709400,(77) 8711 - 3867; ,"Travessa Setembrino, 52",1;2;3
549,Rafaela Edgar Silveira,637.754.972-99,rafaela-edgar@septem.co.uk,2307650,(37) 1253 - 9239; ,"Alameda Ernesto Augusto, 1911 - Apartamento 278",3;4;1
550,Rosi Ramos Oliveira,782.646.112-76,rosiramos@hjmail.com.br,1506708,(72) 1358 - 1186; ,"Travessa Marques, 796",4;1;2
551,Adriana Queiroz Trindade,515.283.967-35,adriana_queiroz@septem.co.uk,2510600,(22) 2665 - 5955; ,"Avenida Brasil, 624",2;1;3
552,Tony De Melo Queiroz,776.863.613-94,tonyde@carlmail.com,2700805,(92) 4159 - 5657; ,"Avenida Cristo, 101",3;1
553,Eduardo Walter Sousa,476.288.932-53,eduardo.walter@septem.co.uk,2205805,(46) 9141 - 5148; ,"Avenida serenata, 1897 - Apartamento 285",4;1;2
554,Carlos Silva Queiroz,288.274.949-28,carlossilva@septem.co.uk,2205573,(55) 9531 - 9887; ,"Travessa Evangelista, 187",1;3;2
555,Orlando Melo Sousa,641.624.324-97,orlando-melo@hjmail.com.br,2616407,(78) 9194 - 1838; ,"Avenida do Gin Tônica, 615",4;2;3
556,Carlos de Sá Santos,879.322.758-52,carlos_de@carlmail.com,2112852,(63) 2386 - 7887; ,"Alameda Setembro, 1438",1;3;4;2
557,Laura Edgar Silveira,696.933.927-22,laura_edgar@hjmail.com.br,2708956,(84) 4839 - 2616; ,"Alameda Marques, 1015",2;1
558,Sandra Andrade Lima,545.727.438-57,sandra.andrade@carlmail.com,1507755,(83) 8777 - 8759; ,"Travessa Uberaba, 1885 - sala 23",4;1;2
559,Carlos Santista Crozara,194.839.718-55,carlos-santista@carlmail.com,2406908,(21) 9757 - 4912; ,"Travessa Cristo, 246 - sala 15",4;3
560,Pamela Lima Walter,126.859.143-61,pamela_lima@hjmail.com.br,2914505,(75) 1497 - 2836; ,"Rua Ernesto Augusto, 341 - sala 22",3;4;2;1
561,Gladison Lucas Melo,276.797.257-94,gladison-lucas@septem.co.uk,2613107,(25) 6528 - 4325; ,"Travessa Vinícius CEO, 807",4;2;3
562,João Walter Silveira,845.947.577-94,joãowalter@septem.co.uk,1200336,(57) 9324 - 8857; ,"Alameda do Bode, 132",1;2;4
563,Natasha Edgar Lima,966.243.181-67,natasha-edgar@septem.co.uk,1100114,(82) 9984 - 8228; ,"Rua Easy, 1673",2;4
564,Orlando Santos Oliveira,937.714.943-57,orlando_santos@carlmail.com,2204303,(24) 5282 - 1941; ,"Travessa Santos Dumont, 769 - Apto 631",4;2;3
565,Carlos Walter Abreu,642.467.462-57,carlos_walter@septem.co.uk,2701001,(46) 9411 - 6178; ,"Travessa Cristina Aveiro, 394",3;1
566,Leandro Santista Walter,611.562.848-11,leandro-santista@septem.co.uk,2109270,(58) 2797 - 4184; ,"Avenida Maria Angélica, 1943",2;1
567,Orlando Sousa Andrade,691.832.995-96,orlandosousa@carlmail.com,2301802,(25) 7626 - 3688; ,"Travessa Setembrino, 1508 - sala 3",3;2;1
568,Igor Lucas Silveira,517.462.327-89,igor-lucas@carlmail.com,2512101,(77) 9896 - 4583; ,"Travessa Evangelista, 1098 - Apto 364",2;1;3
569,Carla Abreu Queiroz,414.541.375-22,carla-abreu@hjmail.com.br,2109304,(11) 3792 - 9851; ,"Rua do Bode, 161",4;1
570,Mylen Santos Trindade,396.623.626-84,mylensantos@septem.co.uk,2505105,(31) 3977 - 1278; ,"Travessa do Coelho da Páscoa, 23 - Apartamento 837",3;2;4
571,Lauro Santista Pires,942.149.466-85,lauro.santista@hjmail.com.br,2905107,(72) 1939 - 2888; ,"Travessa Peas, 1196 - Apartamento 765",4;2;3
572,Natasha Andrade Walter,313.885.525-11,natasha-andrade@septem.co.uk,2205607,(28) 3189 - 4429; ,"Alameda Saracura, 258",3;1
573,Camila Lima Lucas,649.584.686-85,camila-lima@septem.co.uk,2400406,(43) 4159 - 2267; ,"Alameda Ernesto Augusto, 1789",1
574,William De Melo Oliveira,671.397.469-13,william_de@septem.co.uk,2602100,(58) 8634 - 1749; ,"Rua confins, 803 - Apto 571",4;3
575,Teresa Melo Abreu,883.546.515-21,teresa.melo@septem.co.uk,2411106,(98) 5964 - 6929; ,"Rua Ernesto Augusto, 635 - Apartamento 589",1;3
576,Laura Oliveira Sousa,462.294.316-38,lauraoliveira@carlmail.com,1506708,(67) 3974 - 4415; ,"Alameda do Carneiro, 308 - Apartamento 115",4;2;1
577,Lisa Queiroz Racazella,214.793.579-85,lisa.queiroz@septem.co.uk,2406403,(82) 7861 - 2817; ,"Rua Carolina, 1650",2
578,Caio Silva Melo,963.876.784-84,caio-silva@septem.co.uk,2601102,(24) 5342 - 1528; (71) 21891 - 6723,"Travessa da Cenoura, 921 - Apartamento 159",1;3;4
579,Lauro Melo Queiroz,911.552.724-28,lauromelo@septem.co.uk,2605400,(45) 5843 - 3178; (63) 8521 - 2995,"Rua Cristina Aveiro, 1298 - Apto 931",2;4;3
580,Luzia Santos Oliveira,588.589.527-23,luzia.santos@hjmail.com.br,2106805,(72) 9872 - 4236; (52) 3269 - 8637,"Rua Carolina, 1056 - sala 4",1;2;4
581,Mylen Silveira Walter,488.543.539-62,mylensilveira@hjmail.com.br,2508703,(87) 7272 - 2866; (42) 21849 - 1223,"Avenida Santos Dumont, 1368",3;2
582,Maria Pires Sousa,729.791.162-45,maria_pires@hjmail.com.br,2608404,(15) 8782 - 6121; (81) 24116 - 8475,"Travessa Setembro, 1246",3;1;2
583,João Sousa Crozara,746.827.883-72,joão.sousa@septem.co.uk,2902906,(92) 8998 - 2397; (59) 30526 - 3846,"Rua Cristina Aveiro, 327 - Apto 578",2;1
584,Carlos Ramos Duarte,536.629.474-74,carlosramos@septem.co.uk,2108256,(76) 4983 - 9484; (44) 12582 - 4512,"Alameda Costa Teles, 1791",1;2
585,Priscila Oliveira Melo,291.639.385-63,priscila.oliveira@septem.co.uk,2109239,(63) 4444 - 2777; (88) 6172 - 2828,"Rua Marques, 1630",2;3
586,Priscila de Sá Andrade,421.498.524-32,priscilade@carlmail.com,1100288,(86) 4943 - 4441; (99) 1953 - 9244,"Rua do Carneiro, 1905",3;2;1
587,William Sousa Melo,639.636.317-59,william_sousa@carlmail.com,1500206,(62) 5185 - 5525; (46) 5831 - 6239,"Avenida do Whisky, 365 - Apto 454",1;2
588,Giulia Crozara Lucas,363.551.657-42,giuliacrozara@septem.co.uk,2601201,(81) 9965 - 7722; (86) 20492 - 6194,"Travessa Uberaba, 694",4;2
589,Otávio Ramos Lima,159.346.299-55,otávioramos@hjmail.com.br,1721109,(96) 1827 - 9734; (41) 4425 - 1438,"Alameda da Lenora, 619 - Apto 924",2;4;1
590,Carlos Silveira Duarte,363.351.242-83,carlos-silveira@carlmail.com,2513968,(65) 5184 - 2665; (42) 6772 - 7683,"Alameda Vinícius CEO, 1464 - Apto 284",3;4
591,Caio Sousa Silveira,521.631.383-59,caiosousa@hjmail.com.br,2501153,(71) 5187 - 1742; (65) 19683 - 1960,"Avenida do Bode, 300",4;3;1
592,Gladison Melo Andrade,653.281.737-64,gladisonmelo@hjmail.com.br,2211605,(34) 2219 - 6795; (83) 23218 - 8310,"Avenida Marques, 16 - Apto 468",4;2;3
